3718.894043,19.400784
3719.749512,19.926786
3720.607422,16.108559
3721.463135,13.957386
3722.321289,14.498772
3723.177734,14.310158
3724.036133,22.409252
3724.892822,26.604719
3725.751953,30.412893
3726.609131,29.257565
3727.466309,33.185928
3728.325928,38.180763
3729.183350,38.640053
3730.043457,37.910275
3730.901367,35.129204
3731.761963,23.320911
3732.620361,18.966635
3733.479004,16.850540
3734.339844,16.016893
3735.199219,14.125617
3736.060303,12.171285
3736.919922,11.725451
3737.781738,15.168093
3738.641357,17.499460
3739.501709,14.416940
3740.364014,18.406425
3741.224365,15.223780
3742.086914,18.930443
3742.947998,20.308245
3743.811035,16.459757
3744.672363,19.211239
3745.533691,18.616819
3746.397461,13.784245
3747.259521,14.526679
3748.123535,14.772785
3748.985840,14.051830
3749.850342,14.697166
3750.712891,13.722523
3751.575684,15.364497
3752.440918,13.412282
3753.304199,17.279594
3754.169678,22.326485
3755.033203,22.560690
3755.899170,23.796389
3756.763184,25.559881
3757.627441,26.650875
3758.493896,21.257116
3759.358398,20.210226
3760.225586,19.738079
3761.090576,19.237894
3761.957764,18.532457
3762.823242,20.176285
3763.688721,19.743992
3764.556885,13.997973
3765.422607,18.504158
3766.291016,19.043156
3767.157715,22.448160
3768.026123,20.128864
3768.893066,18.645023
3769.760010,21.854053
3770.629395,19.849100
3771.496582,18.711334
3772.366455,23.113390
3773.234131,21.522896
3774.104492,25.178831
3774.972656,24.652908
3775.841064,26.740499
3776.711670,24.382753
3777.580566,22.373758
3778.451660,24.665535
3779.320801,24.875929
3780.192383,24.440149
3781.062256,26.060978
3781.931885,24.115782
3782.803955,30.536413
3783.674072,30.811058
3784.546631,30.719780
3785.417480,31.074657
3786.290283,28.467659
3787.161377,25.126602
3788.032471,21.092670
3788.906006,18.329405
3789.777588,20.972446
3790.651611,22.234434
3791.523438,16.258739
3792.397949,20.890501
3793.270264,19.440742
3794.145020,19.216774
3795.017822,19.025583
3795.890869,18.854860
3796.766357,17.944870
3797.639648,16.690390
3798.515625,17.650606
3799.389404,18.471087
3800.265381,20.310240
3801.139648,17.875019
3802.014160,22.987143
3802.890869,24.082781
3803.765625,22.486954
3804.642822,19.667786
3805.518311,20.425201
3806.395508,22.375694
3807.271240,18.388107
3808.147217,18.710840
3809.025391,18.992071
3809.901611,23.000729
3810.780029,23.867590
3811.656982,22.935501
3812.535645,25.829903
3813.412842,27.433554
3814.290039,21.647739
3815.169434,17.964928
3816.047363,23.814037
3816.927246,20.385036
3817.805420,20.752378
3818.685791,20.412558
3819.564209,17.174116
3820.443115,15.955125
3821.323975,17.585787
3822.202881,16.848804
3823.084229,16.734545
3823.964111,18.032610
3824.845703,14.149010
3825.725586,19.565468
3826.605713,17.568792
3827.488037,15.683325
3828.368408,13.696890
3829.251465,14.814554
3830.132324,14.335007
3831.015381,12.380560
3831.896729,12.211379
3832.778564,13.305028
3833.662109,13.039000
3834.543945,11.865621
3835.428467,15.220199
3836.310791,16.467194
3837.195312,14.578374
3838.078125,12.769700
3838.961182,11.073312
3839.846191,12.104247
3840.729492,13.753848
3841.615234,14.202054
3842.499023,17.988518
3843.385010,18.510302
3844.269287,21.729269
3845.153809,19.167879
3846.040527,20.463039
3846.925049,22.255861
3847.812256,21.980082
3848.697266,19.504639
3849.584961,18.142599
3850.470459,19.335661
3851.356201,18.914684
3852.244385,20.744528
3853.130615,24.261946
3854.019043,20.350191
3854.905762,22.386381
3855.794678,19.822428
3856.681885,16.206116
3857.571045,18.297962
3858.458496,19.262304
3859.346191,15.532627
3860.236084,16.835236
3861.124023,18.414951
3862.014404,18.369169
3862.903076,18.488810
3863.793701,21.013575
3864.682617,20.940729
3865.571533,20.433046
3866.462891,20.727676
3867.352539,22.943142
3868.244385,25.032461
3869.134277,22.571817
3870.026611,20.514538
3870.916748,18.206841
3871.807129,20.748007
3872.700195,17.705008
3873.591064,16.208115
3874.484375,17.370520
3875.375732,19.228342
3876.269043,21.845238
3877.160889,23.199810
3878.052734,20.250320
3878.947021,18.898224
3879.839600,17.335657
3880.734131,18.795727
3881.626709,17.282616
3882.521973,17.651302
